timestamp	page	roomz_url	saved_snapshot
20080831165017	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080831165017__1d5afe60171f.html
20080831165017	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080831165017__1d5afe60171f.html
20080831165017	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080831165017__1d5afe60171f.html
20080901210744	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080901210744__e67c41bc99fb.html
20080901210744	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080901210744__e67c41bc99fb.html
20080901210744	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080901210744__e67c41bc99fb.html
20080901210744	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080901210744__e67c41bc99fb.html
20080903020303	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080903020303__406964cf6cd0.html
20080903020303	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080903020303__406964cf6cd0.html
20080903020303	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080903020303__406964cf6cd0.html
20080903020303	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080903020303__406964cf6cd0.html
20080904034819	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080904034819__38098f7c5c60.html
20080904034819	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080904034819__38098f7c5c60.html
20080904034819	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080904034819__38098f7c5c60.html
20080904034819	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080904034819__38098f7c5c60.html
20080905111142	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080905111142__505766d6eeed.html
20080905111142	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080905111142__505766d6eeed.html
20080905111142	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080905111142__505766d6eeed.html
20080905111142	http://jayisgames.com:80/archives/2007/02/	http://www.theroomz.yoyo.pl/roomz.htm	research/jayisgames-early-history/20080905111142__505766d6eeed.html
20080906151619	http://jayisgames.com:80/archives/2007/02/	/addtofavorites.php?game=theroomz	research/jayisgames-early-history/20080906151619__5ed05df0b271.html
