topic_id	mapped_title	timestamp	url	context
55	Room 21 - Around the paper	20080208155649	http://theroomz.19.forumer.com/viewtopic.php?t=55&start=0	
55	Room 21 - Around the paper	20080208155649	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
58	Room 22 - Hot Sun	20080208155709	http://theroomz.yoyo.pl/logo2.jpg	
58	Room 22 - Hot Sun	20080208155709	http://theroomz.yoyo.pl/scr/angelav.jpg	
58	Room 22 - Hot Sun	20080208155709	http://theroomz.org	
58	Room 22 - Hot Sun	20080208155709	http://www.theroomz.org	
58	Room 22 - Hot Sun	20080208155709	http://theroomz.yoyo.pl	
58	Room 22 - Hot Sun	20080208155709	http://theroomz.19.forumer.com/viewtopic.php?t=58&start=0	
58	Room 22 - Hot Sun	20080208155709	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
97	2	20080208155904	http://theroomz.yoyo.pl/logo2.jpg	
97	2	20080208155904	http://theroomz.yoyo.pl/scr/angelav.jpg	
97	2	20080208155904	http://theroomz.org	
97	2	20080208155904	http://www.theroomz.org	
97	2	20080208155904	http://theroomz.19.forumer.com/viewtopic.php?t=97&start=0	
97	2	20080208155904	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
60	8	20080208155749	http://theroomz.yoyo.pl	
60	8	20080208155749	http://theroomz.yoyo.pl/scr/angelav.jpg	
60	8	20080208155749	http://theroomz.19.forumer.com/viewtopic.php?t=60&start=0	
59	Room 23 - In the basement	20080208155728	http://theroomz.yoyo.pl/logo2.jpg	
59	Room 23 - In the basement	20080208155728	http://theroomz.yoyo.pl/scr/angelav.jpg	
59	Room 23 - In the basement	20080208155728	http://theroomz.org	
59	Room 23 - In the basement	20080208155728	http://www.theroomz.org	
59	Room 23 - In the basement	20080208155728	http://theroomz.yoyo.pl	
59	Room 23 - In the basement	20080208155728	http://theroomz.19.forumer.com/viewtopic.php?t=59&start=0	
59	Room 23 - In the basement	20080208155728	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
5	1	20080208155628	http://theroomz.yoyo.pl/logo2.jpg	
5	1	20080208155628	http://theroomz.yoyo.pl/scr/angelav.jpg	
5	1	20080208155628	http://www.theroomz.org	
5	1	20080208155628	http://theroomz.org	
5	1	20080208155628	http://theroomz.yoyo.pl	
5	1	20080208155628	http://theroomz.19.forumer.com/viewtopic.php?t=5&start=0	
5	1	20080208155628	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
152	Room 38 - The flickering	20080208154707	http://theroomz.19.forumer.com/viewtopic.php?t=152&start=100	
16	1	20080208154756	http://theroomz.19.forumer.com/viewtopic.php?t=16&start=100	
139	1	20080208154526	http://theroomz.yoyo.pl/logo2.jpg	
139	1	20080208154526	http://theroomz.yoyo.pl/scr/angelav.jpg	
139	1	20080208154526	http://theroomz.org	
139	1	20080208154526	http://www.theroomz.org	
139	1	20080208154526	http://theroomz.19.forumer.com/viewtopic.php?t=139&start=100	
139	1	20080208154526	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
153	7	20080208154734	http://theroomz.19.forumer.com/viewtopic.php?t=153&start=100	
109	1	20080208154220	http://theroomz.19.forumer.com/viewtopic.php?t=109&start=100	
212	Room 43 - Underwater journey	20080208155116	http://theroomz.19.forumer.com/viewtopic.php?t=212&start=100	
17	Room 7 - challenge time	20080208155014	http://theroomz.19.forumer.com/viewtopic.php?t=17&start=100	
20	1	20080208155056	http://theroomz.yoyo.pl/scr/angelav.jpg	
20	1	20080208155056	http://theroomz.org	
20	1	20080208155056	http://www.theroomz.org	
20	1	20080208155056	http://www.theroomz.yoyo.pl/scr/ban.gif	
20	1	20080208155056	http://theroomz.19.forumer.com/viewtopic.php?t=20&start=100	
55	Room 21 - Around the paper	20080208155653	http://www.theroomz.yoyo.pl/scr/ban.gif	
55	Room 21 - Around the paper	20080208155653	http://theroomz.19.forumer.com/viewtopic.php?t=55&start=100	
130	5	20080208154506	http://theroomz.yoyo.pl/logo2.jpg	
130	5	20080208154506	http://www.theroomz.yoyo.pl/scr/ban.gif	
130	5	20080208154506	http://theroomz.19.forumer.com/viewtopic.php?t=130&start=100	
130	5	20080208154506	http://www.trialpay.com/stores/forumer/adremoval30000?tid=6rGU5Yo&sid=theroomz	
